GeoFIPS,State,County,Population,percapita_personal_income,new_confirmed,new_cases_per_1000,new_deceased,new_deceased_per_1000
25009,Massachusetts,Essex County,790638,67507,10516,13.3007,99,0.1252
04011,Arizona,Greenlee County,9483,39855,126,13.2869,0,0.0
42121,Pennsylvania,Venango County,51266,42223,681,13.2837,7,0.1365
40135,Oklahoma,Sequoyah County,41179,33420,547,13.2835,0,0.0
29149,Missouri,Oregon County,10541,28722,140,13.2815,0,0.0
42079,Pennsylvania,Luzerne County,317646,45219,4215,13.2695,67,0.2109
29215,Missouri,Texas County,25571,28169,339,13.2572,5,0.1955
37163,North Carolina,Sampson County,63626,35900,843,13.2493,12,0.1886
06071,California,San Bernardino County,2171603,40316,28719,13.2248,51,0.0235
26001,Michigan,Alcona County,10362,38375,137,13.2214,0,0.0
39133,Ohio,Portage County,162927,44055,2154,13.2206,7,0.043
39071,Ohio,Highland County,43058,36326,569,13.2147,9,0.209
39075,Ohio,Holmes County,43892,45211,580,13.2143,25,0.5696
30061,Montana,Mineral County,4316,39957,57,13.2067,0,0.0
05091,Arkansas,Miller County,43592,33401,575,13.1905,1,0.0229
54037,West Virginia,Jefferson County,56811,49926,749,13.1841,11,0.1936
48341,Texas,Moore County,21485,41275,283,13.172,10,0.4654
28077,Mississippi,Lawrence County,12455,34616,164,13.1674,0,0.0
28095,Mississippi,Monroe County,35564,34664,468,13.1594,4,0.1125
42065,Pennsylvania,Jefferson County,43641,44136,574,13.1528,2,0.0458
05007,Arkansas,Benton County,272608,88890,3582,13.1397,37,0.1357
47021,Tennessee,Cheatham County,40439,43932,531,13.1309,5,0.1236
47073,Tennessee,Hawkins County,56530,34188,741,13.1081,5,0.0884
26163,Michigan,Wayne County,1753893,42942,22948,13.084,162,0.0924
02220,Alaska,Sitka,8647,71972,113,13.0681,0,0.0
36029,New York,Erie County,919719,51539,12013,13.0616,162,0.1761
51173,Virginia,Smyth County,30472,36955,398,13.0612,8,0.2625
05017,Arkansas,Chicot County,10438,36293,136,13.0293,4,0.3832
08061,Colorado,Kiowa County,1383,50117,18,13.0152,0,0.0
22001,Louisiana,Acadia Parish,62190,37304,809,13.0085,17,0.2734
42027,Pennsylvania,Centre County,162805,46193,2115,12.991,30,0.1843
05057,Arkansas,Hempstead County,21741,32515,282,12.9709,3,0.138
48431,Texas,Sterling County,1311,58174,17,12.9672,1,0.7628
48101,Texas,Cottle County,1389,57288,18,12.959,1,0.7199
54077,West Virginia,Preston County,33839,35686,438,12.9436,5,0.1478
35035,New Mexico,Otero County,66781,34636,864,12.9378,11,0.1647
01075,Alabama,Lamar County,13844,33496,179,12.9298,2,0.1445
51185,Virginia,Tazewell County,40855,38888,528,12.9238,5,0.1224
05047,Arkansas,Franklin County,17810,34275,230,12.9141,11,0.6176
53023,Washington,Garfield County,2247,44510,29,12.9061,0,0.0
21231,Kentucky,Wayne County,20468,28484,264,12.8982,0,0.0
21119,Kentucky,Knott County,15126,30118,195,12.8917,3,0.1983
47069,Tennessee,Hardeman County,25220,29430,325,12.8866,4,0.1586
30059,Montana,Meagher County,1866,46128,24,12.8617,3,1.6077
20061,Kansas,Geary County,32594,48907,419,12.8551,1,0.0307
22111,Louisiana,Union Parish,22330,38794,287,12.8527,5,0.2239
47133,Tennessee,Overton County,22068,33701,283,12.824,10,0.4531
34013,New Jersey,Essex County,799767,67459,10241,12.805,86,0.1075
30035,Montana,Glacier County,13747,34458,176,12.8028,3,0.2182
39141,Ohio,Ross County,76931,36941,984,12.7907,19,0.247
01059,Alabama,Franklin County,31363,34318,401,12.7858,2,0.0638
42077,Pennsylvania,Lehigh County,368100,53614,4701,12.771,16,0.0435
47091,Tennessee,Johnson County,17778,32249,227,12.7686,15,0.8437
47047,Tennessee,Fayette County,40507,55364,517,12.7632,12,0.2962
29061,Missouri,Daviess County,8313,34491,106,12.7511,4,0.4812
24043,Maryland,Washington County,150926,47092,1923,12.7413,25,0.1656
19039,Iowa,Clarke County,9423,43888,120,12.7348,1,0.1061
47093,Tennessee,Knox County,465289,49738,5913,12.7082,54,0.1161
51067,Virginia,Franklin County,56195,40781,713,12.688,11,0.1957
26079,Michigan,Kalkaska County,17824,34623,226,12.6795,1,0.0561
21065,Kentucky,Estill County,14198,31555,180,12.6778,0,0.0
