GeoFIPS,State,County,Population,percapita_personal_income,new_confirmed,new_cases_per_1000,new_deceased_per_1000
27139,Minnesota,Scott County,147381,59687,9605,65.1712,0.4275
01127,Alabama,Walker County,63711,40197,4152,65.1693,1.7736
47087,Tennessee,Jackson County,11758,31189,766,65.1471,0.9355
18083,Indiana,Knox County,36895,44626,2403,65.1308,0.786
19089,Iowa,Howard County,9187,48232,598,65.092,0.9796
17087,Illinois,Johnson County,12456,35956,810,65.0289,0.4817
27125,Minnesota,Red Lake County,3999,51750,260,65.0163,0.7502
18135,Indiana,Randolph County,24851,38491,1614,64.9471,1.0865
18065,Indiana,Henry County,48271,38336,3135,64.9458,0.8908
55099,Wisconsin,Price County,13397,45320,870,64.9399,0.2986
01039,Alabama,Covington County,36986,35651,2401,64.9165,1.0274
49053,Utah,Washington County,171700,38847,11141,64.8864,0.495
17103,Illinois,Lee County,34223,41788,2220,64.8687,0.4091
48123,Texas,DeWitt County,20187,54549,1309,64.8437,2.2787
28117,Mississippi,Prentiss County,25315,30743,1641,64.8232,1.4221
47061,Tennessee,Grundy County,13346,31011,865,64.8134,1.049
28071,Mississippi,Lafayette County,54793,42110,3549,64.771,1.095
01057,Alabama,Fayette County,16433,34966,1064,64.7478,0.9737
18173,Indiana,Warrick County,62567,56476,4051,64.7466,1.2626
08001,Colorado,Adams County,511868,43315,33125,64.7139,0.7346
31149,Nebraska,Rock County,1360,49241,88,64.7059,1.4706
17031,Illinois,Cook County,5180493,62205,335203,64.7048,1.3095
22039,Louisiana,Evangeline Parish,33443,33671,2163,64.6772,1.4054
47023,Tennessee,Chester County,17276,33642,1117,64.6562,1.4471
18009,Indiana,Blackford County,11930,37677,771,64.627,1.5088
18075,Indiana,Jay County,20764,39321,1341,64.5829,1.0114
31139,Nebraska,Pierce County,7142,57141,461,64.5477,1.8202
48179,Texas,Gray County,21895,44002,1413,64.5353,1.0961
48025,Texas,Bee County,32587,28457,2103,64.5349,1.2275
20077,Kansas,Harper County,5506,47024,355,64.4751,2.7243
19099,Iowa,Jasper County,37147,43551,2395,64.4736,1.2383
56015,Wyoming,Goshen County,13376,43348,862,64.4438,0.6728
28139,Mississippi,Tippah County,21995,33919,1417,64.4237,1.3639
13163,Georgia,Jefferson County,15430,34034,993,64.3552,2.4627
40013,Oklahoma,Bryan County,47192,34575,3037,64.3541,0.5298
28095,Mississippi,Monroe County,35564,34664,2287,64.3066,2.1932
12051,Florida,Hendry County,41556,31071,2672,64.2988,1.0829
02020,Alaska,Anchorage Municipality,291538,66510,18742,64.2866,0.2813
21155,Kentucky,Marion County,19404,36083,1247,64.2651,0.7215
16045,Idaho,Gem County,17634,37796,1133,64.2509,0.397
18143,Indiana,Scott County,23878,37475,1534,64.2432,1.2983
55125,Wisconsin,Vilas County,21938,53983,1408,64.1809,0.7749
01015,Alabama,Calhoun County,114277,37120,7332,64.1599,1.1113
28029,Mississippi,Copiah County,28543,33203,1831,64.1488,1.4715
20075,Kansas,Hamilton County,2607,63834,167,64.0583,0.0
19031,Iowa,Cedar County,18627,53356,1193,64.0468,0.7516
28023,Mississippi,Clarke County,15604,36431,999,64.022,3.5247
20021,Kansas,Cherokee County,20015,39645,1281,64.002,0.4996
19095,Iowa,Iowa County,16141,55204,1033,63.9985,0.8674
48487,Texas,Wilbarger County,12820,42041,820,63.9626,1.248
01043,Alabama,Cullman County,83442,39607,5334,63.9246,0.6711
01013,Alabama,Butler County,19680,36450,1258,63.9228,2.1341
05115,Arkansas,Pope County,64000,35261,4091,63.9219,0.7188
17185,Illinois,Wabash County,11549,43571,738,63.9016,0.6927
20047,Kansas,Edwards County,2849,52165,182,63.8821,0.0
29119,Missouri,McDonald County,23078,28018,1474,63.8704,0.6933
48177,Texas,Gonzales County,20826,43342,1330,63.8625,1.1524
20201,Kansas,Washington County,5420,45181,346,63.8376,1.2915
28161,Mississippi,Yalobusha County,12392,36729,791,63.8315,2.3402
31095,Nebraska,Jefferson County,7097,48757,453,63.8298,0.0
17141,Illinois,Ogle County,50923,46755,3249,63.8022,0.923
01131,Alabama,Wilcox County,10627,32215,678,63.7998,1.6938
31013,Nebraska,Box Butte County,10772,47359,687,63.7765,0.7427
40045,Oklahoma,Ellis County,3952,51570,252,63.7652,0.0
17099,Illinois,LaSalle County,109430,44632,6971,63.7028,1.3525
16069,Idaho,Nez Perce County,40408,44397,2573,63.6755,0.9652
22067,Louisiana,Morehouse Parish,25398,38495,1617,63.6664,1.3781
20027,Kansas,Clay County,7997,42069,509,63.6489,2.1258
13257,Georgia,Stephens County,26035,38915,1657,63.6451,1.7284
17095,Illinois,Knox County,50112,39471,3189,63.6375,1.4767
17191,Illinois,Wayne County,16332,41164,1038,63.5562,2.0818
48061,Texas,Cameron County,423908,28756,26937,63.5444,2.4557
04009,Arizona,Graham County,38072,31597,2419,63.5375,0.9981
13201,Georgia,Miller County,5686,40826,361,63.4893,0.3517
29095,Missouri,Jackson County,700307,47054,44459,63.485,0.7097
27025,Minnesota,Chisago County,55922,48750,3550,63.4813,0.3219
13279,Georgia,Toombs County,26887,35517,1706,63.4507,2.2688
08099,Colorado,Prowers County,12164,42259,771,63.3838,1.2331
08087,Colorado,Morgan County,28558,45685,1809,63.3448,2.031
55081,Wisconsin,Monroe County,46051,41779,2917,63.3428,0.3257
17021,Illinois,Christian County,32661,41724,2068,63.3171,1.1022
40115,Oklahoma,Ottawa County,31175,35746,1973,63.2879,0.8019
01047,Alabama,Dallas County,38310,36026,2423,63.2472,0.8875
28009,Mississippi,Benton County,8271,30285,523,63.233,2.1763
16013,Idaho,Blaine County,22601,113780,1429,63.2273,0.3982
44007,Rhode Island,Providence County,636084,48137,40206,63.2086,1.6602
16077,Idaho,Power County,7768,36667,491,63.208,0.5149
20017,Kansas,Chase County,2629,46385,166,63.1419,1.1411
19123,Iowa,Mahaska County,22000,43914,1389,63.1364,1.2727
17063,Illinois,Grundy County,50972,51657,3218,63.1327,0.4905
17169,Illinois,Schuyler County,6907,44200,436,63.1244,0.2896
26013,Michigan,Baraga County,8320,33519,525,63.101,2.8846
18031,Indiana,Decatur County,26794,42733,1690,63.0738,1.8288
19073,Iowa,Greene County,8981,48356,566,63.0219,0.2227
48219,Texas,Hockley County,22980,38975,1447,62.9678,2.698
17197,Illinois,Will County,692310,52953,43578,62.9458,0.8522
31129,Nebraska,Nuckolls County,4195,50836,264,62.9321,0.2384
26109,Michigan,Menominee County,22983,43594,1444,62.829,0.8702
48435,Texas,Sutton County,3758,61478,236,62.7994,1.3305
28141,Mississippi,Tishomingo County,19454,33559,1221,62.7634,2.416
48227,Texas,Howard County,36459,40255,2288,62.7554,1.2068
12029,Florida,Dixie County,16700,27956,1048,62.7545,0.6587
38011,North Dakota,Bowman County,3076,60829,193,62.7438,0.9753
28077,Mississippi,Lawrence County,12455,34616,781,62.7057,1.124
29019,Missouri,Boone County,180005,47687,11287,62.7038,0.15
29221,Missouri,Washington County,24943,29606,1564,62.703,1.0825
39011,Ohio,Auglaize County,45804,49578,2872,62.7019,0.917
17013,Illinois,Calhoun County,4802,42511,301,62.6822,0.2082
31001,Nebraska,Adams County,31511,49139,1975,62.6765,0.7934
27035,Minnesota,Crow Wing County,64889,45610,4067,62.6763,0.6164
47149,Tennessee,Rutherford County,324890,41031,20346,62.6243,0.5694
37011,North Carolina,Avery County,17505,36574,1096,62.6107,0.5713
48003,Texas,Andrews County,18128,50011,1135,62.6103,0.8274
55111,Wisconsin,Sauk County,64249,48365,4022,62.6002,0.2957
29021,Missouri,Buchanan County,88571,39810,5542,62.5713,0.8129
40049,Oklahoma,Garvin County,27811,38135,1740,62.5652,0.6472
17119,Illinois,Madison County,264461,46890,16537,62.531,1.002
05101,Arkansas,Newton County,7805,28808,488,62.524,2.9468
05121,Arkansas,Randolph County,17948,33486,1121,62.4582,1.8386
04007,Arizona,Gila County,53889,40267,3365,62.4432,1.9484
41049,Oregon,Morrow County,11372,39095,710,62.434,0.6155
31077,Nebraska,Greeley County,2356,45109,147,62.3939,0.0
17073,Illinois,Henry County,49090,45072,3062,62.3752,0.4482
20113,Kansas,McPherson County,28537,51016,1779,62.3401,0.3504
37163,North Carolina,Sampson County,63626,35900,3964,62.3016,0.8016
13141,Georgia,Hancock County,8348,29917,520,62.2904,5.5103
39037,Ohio,Darke County,51323,42793,3196,62.2723,1.2275
21227,Kentucky,Warren County,131264,38045,8174,62.2715,0.6171
18177,Indiana,Wayne County,65936,41505,4100,62.1815,1.6228
27111,Minnesota,Otter Tail County,58812,48275,3654,62.1302,0.5441
32007,Nevada,Elko County,52460,46808,3259,62.1235,0.4956
48135,Texas,Ector County,162124,47271,10069,62.1068,0.9314
17175,Illinois,Stark County,5427,42877,337,62.0969,1.2898
12065,Florida,Jefferson County,14288,40736,886,62.0101,0.8399
27169,Minnesota,Winona County,50825,50036,3151,61.997,0.6493
18103,Indiana,Miami County,35567,35039,2204,61.9676,0.5904
31143,Nebraska,Polk County,5278,51004,327,61.9553,1.5157
29207,Missouri,Stoddard County,29206,37020,1809,61.9393,0.856
31017,Nebraska,Brown County,2973,51496,184,61.8903,0.3364
39003,Ohio,Allen County,102663,42816,6350,61.8529,0.9741
16001,Idaho,Ada County,469966,52958,29063,61.8406,0.5788
08101,Colorado,Pueblo County,167529,39511,10360,61.84,0.9312
48137,Texas,Edwards County,1928,35182,119,61.722,1.0373
47063,Tennessee,Hamblen County,64569,36636,3985,61.7169,0.9912
13277,Georgia,Tift County,40571,37805,2502,61.6697,1.6761
47189,Tennessee,Wilson County,140625,49092,8672,61.6676,0.6684
48485,Texas,Wichita County,132064,43170,8143,61.6595,1.151
28085,Mississippi,Lincoln County,34205,38682,2107,61.5992,2.0172
17189,Illinois,Washington County,13995,51144,862,61.5934,0.2858
47047,Tennessee,Fayette County,40507,55364,2494,61.5696,0.9875
48163,Texas,Frio County,19816,27545,1220,61.5664,0.5046
27089,Minnesota,Marshall County,9390,51509,578,61.5548,1.1715
28033,Mississippi,DeSoto County,182001,40702,11203,61.5546,0.6044
31093,Nebraska,Howard County,6468,41377,398,61.5337,1.2369
38083,North Dakota,Sheridan County,1349,35497,83,61.5271,0.7413
27163,Minnesota,Washington County,259201,67928,15946,61.5198,0.517
18001,Indiana,Adams County,35636,39167,2192,61.5108,0.7857
13099,Georgia,Early County,10247,38945,630,61.4814,3.6108
48383,Texas,Reagan County,3741,48253,230,61.4809,1.6038
40001,Oklahoma,Adair County,22082,28862,1357,61.4528,0.5887
27087,Minnesota,Mahnomen County,5519,36950,339,61.4242,1.0872
55031,Wisconsin,Douglas County,43208,43004,2654,61.4238,0.1852
47015,Tennessee,Cannon County,14462,36113,888,61.4023,0.2766
27017,Minnesota,Carlton County,35837,43098,2199,61.3612,0.586
56021,Wyoming,Laramie County,98976,52039,6073,61.3583,0.3334
01035,Alabama,Conecuh County,12277,32656,753,61.3342,1.2218
47113,Tennessee,Madison County,97605,42720,5985,61.3186,1.2397
17055,Illinois,Franklin County,38701,37355,2373,61.3162,0.9044
17199,Illinois,Williamson County,67056,44509,4107,61.2473,1.2825
27063,Minnesota,Jackson County,9911,53276,607,61.2451,0.1009
47147,Tennessee,Robertson County,71012,42104,4345,61.1868,0.8027
51029,Virginia,Buckingham County,16999,30704,1040,61.1801,0.5883
27147,Minnesota,Steele County,36803,47604,2250,61.1363,0.2174
31073,Nebraska,Gosper County,1996,52671,122,61.1222,0.501
31135,Nebraska,Perkins County,2929,55692,179,61.113,3.7555
29069,Missouri,Dunklin County,29423,34129,1798,61.1087,0.4758
37079,North Carolina,Greene County,21012,32569,1284,61.1079,1.3326
55013,Wisconsin,Burnett County,15392,42706,940,61.0707,0.9745
54057,West Virginia,Mineral County,26940,38815,1645,61.0616,1.1507
40029,Oklahoma,Coal County,5520,33783,337,61.0507,0.3623
16033,Idaho,Clark County,852,39408,52,61.0329,0.0
19181,Iowa,Warren County,51056,50698,3116,61.031,0.333
56045,Wyoming,Weston County,6967,44737,425,61.0019,0.2871
19135,Iowa,Monroe County,7790,43833,475,60.9756,1.6688
17145,Illinois,Perry County,21174,38369,1291,60.971,1.4168
56041,Wyoming,Uinta County,20299,40280,1237,60.939,0.2956
41059,Oregon,Umatilla County,77516,39684,4714,60.8133,0.6579
48313,Texas,Madison County,14422,30435,877,60.8099,1.0401
47165,Tennessee,Sumner County,187149,48656,11380,60.8072,0.7908
31105,Nebraska,Kimball County,3618,44069,220,60.8071,0.8292
19019,Iowa,Buchanan County,21199,46491,1289,60.8048,0.4717
32031,Nevada,Washoe County,465735,59639,28297,60.7577,0.6978
48309,Texas,McLennan County,254607,41254,15440,60.6425,0.8601
28123,Mississippi,Scott County,28287,32095,1715,60.6286,1.0606
17177,Illinois,Stephenson County,44753,42722,2713,60.6216,0.7821
45071,South Carolina,Newberry County,38520,37793,2335,60.6179,1.6874
45069,South Carolina,Marlboro County,26398,31562,1600,60.6107,0.7198
18003,Indiana,Allen County,375351,46288,22739,60.5806,1.0097
55049,Wisconsin,Iowa County,23771,48073,1440,60.578,0.2103
48111,Texas,Dallam County,7200,52148,436,60.5556,2.0833
47143,Tennessee,Rhea County,33044,34147,2001,60.5556,1.0895
18021,Indiana,Clay County,26170,38615,1583,60.4891,1.0317
42093,Pennsylvania,Montour County,18240,57426,1103,60.4715,0.8772
47043,Tennessee,Dickson County,53446,40556,3231,60.4535,0.7484
55001,Wisconsin,Adams County,20348,38736,1230,60.4482,0.3932
16051,Idaho,Jefferson County,29439,34900,1779,60.43,0.3737
28163,Mississippi,Yazoo County,28248,27275,1707,60.4291,1.4868
51183,Virginia,Sussex County,11237,31378,679,60.4254,1.1569
37165,North Carolina,Scotland County,34810,33229,2103,60.4137,1.2353
16043,Idaho,Fremont County,13168,36908,795,60.3736,0.8354
22017,Louisiana,Caddo Parish,242922,48413,14649,60.3033,1.9183
37061,North Carolina,Duplin County,58856,33619,3549,60.2997,1.0704
22053,Louisiana,Jefferson Davis Parish,31582,42334,1904,60.2875,1.7415
17179,Illinois,Tazewell County,132328,47862,7975,60.2669,0.9068
13253,Georgia,Seminole County,8315,40217,501,60.2526,1.4432
17159,Illinois,Richland County,15763,42555,948,60.1408,1.2688
18127,Indiana,Porter County,169594,53130,10199,60.1377,0.6545
20173,Kansas,Sedgwick County,513607,53776,30881,60.1257,0.3758
55113,Wisconsin,Sawyer County,16489,45915,991,60.1007,0.4852
21067,Kentucky,Fayette County,323780,50180,19451,60.0747,0.4015
40043,Oklahoma,Dewey County,4894,44529,294,60.0736,0.2043
27037,Minnesota,Dakota County,425423,60651,25545,60.0461,0.5124
17067,Illinois,Hancock County,17844,46081,1071,60.0202,0.7285
22069,Louisiana,Natchitoches Parish,38659,39860,2320,60.0119,1.3451
05063,Arkansas,Independence County,37678,35086,2261,60.0085,1.964
17125,Illinois,Mason County,13565,42510,814,60.0074,2.1379
13005,Georgia,Bacon County,11185,33080,671,59.9911,1.7881
31109,Nebraska,Lancaster County,317272,49889,19023,59.958,0.3246
48353,Texas,Nolan County,14751,43087,884,59.9281,0.8135
28111,Mississippi,Perry County,11931,31934,715,59.9279,2.263
20095,Kansas,Kingman County,7310,42572,438,59.9179,0.684
05131,Arkansas,Sebastian County,127753,42110,7653,59.9047,0.9941
32510,Nevada,Carson City,55414,50754,3319,59.8946,0.5053
18165,Indiana,Vermillion County,15479,39411,927,59.8876,0.9691
31061,Nebraska,Franklin County,3023,47132,181,59.8743,0.6616
28127,Mississippi,Simpson County,26758,37036,1602,59.8699,2.0181
13017,Georgia,Ben Hill County,16787,31436,1005,59.8678,2.0849
18129,Indiana,Posey County,25540,48180,1529,59.8669,0.8614
31107,Nebraska,Knox County,8419,48268,504,59.8646,0.3563
45077,South Carolina,Pickens County,124937,38344,7478,59.8542,0.7764
20005,Kansas,Atchison County,16193,37436,969,59.8407,0.5558
20079,Kansas,Harvey County,34210,42057,2047,59.8363,0.5262
27053,Minnesota,Hennepin County,1259428,74698,75353,59.8311,0.9338
16005,Idaho,Bannock County,87138,38160,5212,59.8132,0.459
17183,Illinois,Vermilion County,76806,39481,4592,59.787,0.7421
01063,Alabama,Greene County,8233,32359,492,59.7595,2.1863
37155,North Carolina,Robeson County,131831,29438,7877,59.7507,0.8647
02158,Alaska,Kusilvak,8303,30099,496,59.7374,0.2409
01129,Alabama,Washington County,16378,36323,978,59.7143,1.3433
20151,Kansas,Pratt County,9378,47327,560,59.7142,1.2796
05099,Arkansas,Nevada County,8326,34180,497,59.6925,1.9217
08121,Colorado,Washington County,4909,44687,293,59.6863,1.8334
48081,Texas,Coke County,3370,41895,201,59.6439,2.6706
01053,Alabama,Escambia County,36748,32996,2191,59.6223,0.8708
12043,Florida,Glades County,13724,24467,818,59.6036,0.7287
26023,Michigan,Branch County,43622,37622,2599,59.58,1.0316
27149,Minnesota,Stevens County,9753,49913,581,59.5714,0.5127
28013,Mississippi,Calhoun County,14436,33043,859,59.504,0.9698
35041,New Mexico,Roosevelt County,18743,39446,1115,59.4889,0.8537
27107,Minnesota,Norman County,6475,44254,385,59.4595,1.2355
04005,Arizona,Coconino County,142854,48129,8494,59.4593,1.274
12011,Florida,Broward County,1951260,50269,116017,59.4575,0.8769
18073,Indiana,Jasper County,33370,43293,1984,59.4546,0.5993
01009,Alabama,Blount County,57840,34976,3436,59.4053,0.7953
22061,Louisiana,Lincoln Parish,47196,40410,2801,59.3482,1.2925
48277,Texas,Lamar County,49728,40763,2951,59.3428,1.5082
48047,Texas,Brooks County,7114,33861,422,59.3197,3.5142
18029,Indiana,Dearborn County,49568,47454,2940,59.3125,0.7868
27079,Minnesota,Le Sueur County,28494,48799,1690,59.3107,0.4211
18157,Indiana,Tippecanoe County,193048,39169,11447,59.2961,0.202
18027,Indiana,Daviess County,33147,42064,1965,59.2814,1.7196
49043,Utah,Summit County,41933,131606,2485,59.2612,0.1192
18179,Indiana,Wells County,28206,42730,1671,59.2427,1.489
05041,Arkansas,Desha County,11512,37828,682,59.2425,0.7818
24001,Maryland,Allegany County,70975,40517,4204,59.2321,1.3667
28067,Mississippi,Jones County,68461,38122,4054,59.2162,1.3146
53077,Washington,Yakima County,251446,43379,14864,59.1141,1.217
47103,Tennessee,Lincoln County,34117,41388,2016,59.0908,0.7035
27143,Minnesota,Sibley County,15028,46632,888,59.0897,0.2662
26053,Michigan,Gogebic County,15096,39945,892,59.0885,1.6561
47031,Tennessee,Coffee County,55700,38656,3291,59.0844,0.8079
18067,Indiana,Howard County,82366,41842,4864,59.0535,1.0563
48131,Texas,Duval County,11212,36418,662,59.0439,2.1406
29141,Missouri,Morgan County,20358,42873,1202,59.0431,0.6877
20085,Kansas,Jackson County,13280,41686,784,59.0361,0.753
30059,Montana,Meagher County,1866,46128,110,58.9496,3.7513
17097,Illinois,Lake County,700832,78559,41303,58.9342,0.9332
32003,Nevada,Clark County,2231647,47090,131510,58.9296,0.8438
18145,Indiana,Shelby County,44593,43854,2626,58.8882,1.6595
47117,Tennessee,Marshall County,33683,37550,1983,58.8724,0.6531
05001,Arkansas,Arkansas County,17769,45290,1046,58.8666,1.2944
17163,Illinois,St. Clair County,261059,45061,15362,58.8449,1.0419
48507,Texas,Zavala County,11983,29202,704,58.7499,2.0028
40103,Oklahoma,Noble County,11289,41401,663,58.7297,0.3543
30009,Montana,Carbon County,10714,47442,629,58.7082,0.56
40123,Oklahoma,Pontotoc County,38247,43148,2245,58.6974,0.3922
01101,Alabama,Montgomery County,225763,43688,13238,58.6367,1.0985
19015,Iowa,Boone County,26346,49606,1544,58.6047,0.4555
48229,Texas,Hudspeth County,4795,32472,281,58.6027,0.8342
28039,Mississippi,George County,24250,32529,1421,58.5979,1.1134
27057,Minnesota,Hubbard County,21332,43235,1250,58.5974,1.4532
47151,Tennessee,Scott County,22039,29758,1290,58.5326,0.4084
01007,Alabama,Bibb County,22400,30254,1311,58.5268,1.7411
47051,Tennessee,Franklin County,41890,38880,2446,58.391,0.9788
48239,Texas,Jackson County,14874,41770,868,58.3569,1.1429
31169,Nebraska,Thayer County,5039,57523,294,58.3449,0.3969
22051,Louisiana,Jefferson Parish,434051,51005,25316,58.3249,1.4584
05015,Arkansas,Carroll County,28223,33690,1646,58.3212,0.8149
29029,Missouri,Camden County,45815,38794,2671,58.2997,1.1132
21051,Kentucky,Clay County,20105,30566,1172,58.294,0.3979
05037,Arkansas,Cross County,16676,35949,971,58.2274,1.6791
29099,Missouri,Jefferson County,224347,42780,13053,58.1822,0.4948
20015,Kansas,Butler County,66765,46157,3884,58.1742,0.2097
17143,Illinois,Peoria County,180621,51135,10506,58.166,0.8028
47171,Tennessee,Unicoi County,17761,37423,1033,58.1611,1.5765
47109,Tennessee,McNairy County,25832,32573,1501,58.1062,1.2775
27115,Minnesota,Pine County,29483,37067,1713,58.1013,0.3053
19065,Iowa,Fayette County,19660,44263,1141,58.0366,0.6104
13009,Georgia,Baldwin County,44823,33203,2601,58.0282,1.5617
13107,Georgia,Emanuel County,22612,32187,1312,58.0223,1.9016
20159,Kansas,Rice County,9531,42788,553,58.0212,0.1049
27123,Minnesota,Ramsey County,550210,54934,31903,57.9833,0.996
30073,Montana,Pondera County,5972,42363,346,57.937,0.5023
31003,Nebraska,Antelope County,6336,46981,367,57.923,0.6313
19071,Iowa,Fremont County,6993,45399,405,57.9151,0.429
48283,Texas,La Salle County,7531,35809,436,57.894,1.859
21033,Kentucky,Caldwell County,12715,35066,736,57.8844,0.6292
22075,Louisiana,Plaquemines Parish,23410,49376,1355,57.8812,0.8543
29033,Missouri,Carroll County,8743,45110,506,57.8749,0.915
17167,Illinois,Sangamon County,195348,48891,11305,57.8711,0.5887
48079,Texas,Cochran County,2836,38312,164,57.8279,1.763
17081,Illinois,Jefferson County,37820,39581,2187,57.8265,1.6393
13161,Georgia,Jeff Davis County,15029,29943,869,57.8215,1.9961
31161,Nebraska,Sheridan County,5190,47076,300,57.8035,1.5414
55095,Wisconsin,Polk County,43598,46514,2520,57.8008,0.4358
45089,South Carolina,Williamsburg County,30606,32726,1769,57.7991,1.6337
20101,Kansas,Lane County,1560,93628,90,57.6923,1.9231
47155,Tennessee,Sevier County,97892,39474,5646,57.6758,0.4188
36119,New York,Westchester County,967612,108976,55797,57.6646,1.5905
47005,Tennessee,Benton County,16184,33661,932,57.5877,1.0504
28061,Mississippi,Jasper County,16428,37281,946,57.5846,1.4609
19159,Iowa,Ringgold County,4968,45714,286,57.5684,0.4026
29213,Missouri,Taney County,55852,35956,3215,57.5628,0.7699
29105,Missouri,Laclede County,35713,36558,2055,57.5421,0.98
13129,Georgia,Gordon County,57685,36947,3314,57.4499,0.9535
28147,Mississippi,Walthall County,14465,31757,831,57.449,2.1431
22119,Louisiana,Webster Parish,38798,40175,2228,57.4256,1.5207
53025,Washington,Grant County,97331,39789,5585,57.3815,0.411
49057,Utah,Weber County,256359,41853,14704,57.3571,0.2653
48503,Texas,Young County,18045,50231,1035,57.3566,1.2746
40109,Oklahoma,Oklahoma County,792582,52168,45458,57.3543,0.4227
01073,Alabama,Jefferson County,659300,54730,37796,57.3275,0.8024
40143,Oklahoma,Tulsa County,648360,62756,37149,57.2969,0.4473
47055,Tennessee,Giles County,29503,38766,1690,57.2823,1.7286
35015,New Mexico,Eddy County,57900,54122,3315,57.2539,0.8636
21189,Kentucky,Owsley County,4472,31486,256,57.2451,0.4472
48371,Texas,Pecos County,15673,36584,897,57.2322,1.2123
17117,Illinois,Macoupin County,45313,41607,2593,57.2242,0.5959
18151,Indiana,Steuben County,34586,43231,1979,57.2197,0.4626
19009,Iowa,Audubon County,5506,48279,315,57.2103,0.3632
26081,Michigan,Kent County,653786,53935,37403,57.2099,0.6516
01017,Alabama,Chambers County,33615,33859,1923,57.2066,1.6064
17109,Illinois,McDonough County,29955,38692,1711,57.119,1.1017
40119,Oklahoma,Payne County,82040,37159,4686,57.1185,0.2804
31101,Nebraska,Keith County,8021,45896,458,57.1001,0.1247
55109,Wisconsin,St. Croix County,89694,55543,5119,57.0718,0.2453
45033,South Carolina,Dillon County,30599,27718,1746,57.0607,1.6994
17023,Illinois,Clark County,15596,43012,889,57.0018,1.3465
47011,Tennessee,Bradley County,106727,39099,6081,56.9771,0.3842
17045,Illinois,Edgar County,17360,42184,989,56.97,0.7488
19157,Iowa,Poweshiek County,18699,46950,1065,56.9549,0.7487
21229,Kentucky,Washington County,12084,37824,687,56.852,0.331
18053,Indiana,Grant County,65936,40444,3746,56.8127,0.9706
17019,Illinois,Champaign County,209983,45328,11928,56.8046,0.3334
18097,Indiana,Marion County,954670,51940,54212,56.7861,1.0339
19051,Iowa,Davis County,9017,36921,512,56.7816,1.2199
29081,Missouri,Harrison County,8414,38274,477,56.6912,0.4754
27157,Minnesota,Wabasha County,21645,48724,1227,56.6875,0.0462
05107,Arkansas,Phillips County,18029,31128,1022,56.6864,0.9429
48469,Texas,Victoria County,92035,46142,5217,56.685,1.1517
40057,Oklahoma,Harmon County,2664,35642,151,56.6817,0.0
45009,South Carolina,Bamberg County,14275,32858,809,56.6725,2.732
08089,Colorado,Otero County,18432,38190,1044,56.6406,0.651
48449,Texas,Titus County,33033,34718,1871,56.6403,1.2412
18049,Indiana,Fulton County,20092,41437,1138,56.6395,1.0452
31127,Nebraska,Nemaha County,6958,48807,394,56.6255,0.2874
01051,Alabama,Elmore County,81887,42269,4633,56.578,0.8548
47107,Tennessee,McMinn County,53285,35897,3012,56.5262,1.1073
29023,Missouri,Butler County,42639,35302,2407,56.4507,0.2345
29011,Missouri,Barton County,11798,35884,666,56.4502,0.5086
22009,Louisiana,Avoyelles Parish,40462,37911,2284,56.448,1.73
27113,Minnesota,Pennington County,14178,55399,800,56.4254,0.6348
19191,Iowa,Winneshiek County,20029,50175,1130,56.4182,0.699
47019,Tennessee,Carter County,56351,34579,3179,56.4143,1.2067
08031,Colorado,Denver County,716492,79849,40406,56.3942,0.783
16055,Idaho,Kootenai County,161505,44987,9107,56.3883,0.5573
22045,Louisiana,Iberia Parish,70941,39270,4000,56.3849,1.5506
18125,Indiana,Pike County,12410,40714,699,56.3255,1.6922
13165,Georgia,Jenkins County,8683,29250,489,56.3169,3.9157
29163,Missouri,Pike County,18504,34828,1042,56.3121,0.5945
12033,Florida,Escambia County,315534,42537,17768,56.3109,1.0268
29183,Missouri,St. Charles County,399182,53745,22475,56.3026,0.5687
18115,Indiana,Ohio County,5844,40714,329,56.2971,1.1978
29079,Missouri,Grundy County,9914,34723,558,56.284,1.4121
21083,Kentucky,Graves County,37317,38130,2100,56.2746,1.0719
22029,Louisiana,Concordia Parish,19572,32942,1101,56.2538,1.635
46047,South Dakota,Fall River County,6758,46885,380,56.2297,1.4797
13049,Georgia,Charlton County,12968,24976,729,56.2153,0.8482
16041,Idaho,Franklin County,13726,36064,771,56.1708,0.51
27047,Minnesota,Freeborn County,30444,45808,1710,56.1687,0.2956
13137,Georgia,Habersham County,45388,33925,2549,56.1602,1.8066
40125,Oklahoma,Pottawatomie County,72679,37456,4081,56.151,0.3302
28101,Mississippi,Newton County,21443,34645,1204,56.1489,1.3524
18081,Indiana,Johnson County,156225,48332,8771,56.1434,1.2418
08117,Colorado,Summit County,31007,67763,1739,56.0841,0.129
13059,Georgia,Clarke County,127330,33970,7140,56.0748,0.4319
05011,Arkansas,Bradley County,10897,39491,611,56.0705,0.7341
38023,North Dakota,Divide County,2283,48574,128,56.0666,0.876
19039,Iowa,Clarke County,9423,43888,528,56.0331,0.4245
01115,Alabama,St. Clair County,88690,38569,4968,56.0153,0.6427
28035,Mississippi,Forrest County,75036,38880,4203,56.0131,1.1994
28063,Mississippi,Jefferson County,7106,33098,398,56.009,1.6887
55025,Wisconsin,Dane County,542364,61304,30375,56.0048,0.1973
40099,Oklahoma,Murray County,13953,42289,781,55.9736,0.43
