GeoFIPS,State,County,Population,percapita_personal_income,new_confirmed,new_cases_per_1000,new_deceased_per_1000
48057,Texas,Calhoun County,21561,38668,1063,49.302,0.4638
05007,Arkansas,Benton County,272608,88890,13437,49.2906,0.6896
13285,Georgia,Troup County,70034,36476,3452,49.2903,1.6992
47089,Tennessee,Jefferson County,54012,35866,2659,49.2298,0.685
20073,Kansas,Greenwood County,6055,42708,298,49.2155,0.3303
13283,Georgia,Treutlen County,6809,30119,335,49.1996,2.0561
12087,Florida,Monroe County,75027,92119,3687,49.1423,0.3732
01119,Alabama,Sumter County,12691,31664,623,49.0899,1.7335
13085,Georgia,Dawson County,25083,45201,1231,49.0771,0.4385
37027,North Carolina,Caldwell County,82029,35374,4024,49.0558,0.3048
19185,Iowa,Wayne County,6401,43981,314,49.0548,1.0936
49045,Utah,Tooele County,69907,36836,3428,49.0366,0.1287
21151,Kentucky,Madison County,92368,35397,4527,49.0105,0.2274
20197,Kansas,Wabaunsee County,6899,50534,338,48.9926,0.5798
36059,New York,Nassau County,1358343,89839,66495,48.953,1.677
39049,Ohio,Franklin County,1310300,50443,64130,48.943,0.5205
29137,Missouri,Monroe County,8664,42672,424,48.9381,0.5771
26099,Michigan,Macomb County,874759,46530,42764,48.8866,1.5501
37147,North Carolina,Pitt County,179914,41191,8791,48.8622,0.3224
37041,North Carolina,Chowan County,14029,40817,685,48.8274,1.2831
13167,Georgia,Johnson County,9708,26195,474,48.8257,2.9872
47035,Tennessee,Cumberland County,59673,36613,2912,48.7993,0.7038
37045,North Carolina,Cleveland County,97645,37661,4763,48.7787,1.1675
34013,New Jersey,Essex County,799767,67459,39011,48.778,2.8396
49039,Utah,Sanpete County,30623,29209,1493,48.7542,0.1633
40071,Oklahoma,Kay County,44161,40881,2153,48.7534,0.5888
18101,Indiana,Martin County,10217,39941,498,48.7423,0.5873
18059,Indiana,Hancock County,76351,50422,3720,48.7223,0.9168
29121,Missouri,Macon County,15153,42414,738,48.7032,0.264
28059,Mississippi,Jackson County,143277,37499,6976,48.6889,0.9562
27109,Minnesota,Olmsted County,156277,58554,7608,48.6828,0.2432
30095,Montana,Stillwater County,9534,51773,464,48.6679,0.8391
56003,Wyoming,Big Horn County,11881,36903,578,48.6491,1.2625
18011,Indiana,Boone County,66999,73531,3259,48.6425,0.8806
05003,Arkansas,Ashley County,20046,34813,975,48.6381,0.7982
12091,Florida,Okaloosa County,207269,48875,10072,48.5939,0.8395
02122,Alaska,Kenai Peninsula Borough,58533,52015,2844,48.588,0.1879
29043,Missouri,Christian County,86983,40301,4226,48.5842,0.3219
22033,Louisiana,East Baton Rouge Parish,440956,51386,21419,48.574,1.2065
45055,South Carolina,Kershaw County,65592,41227,3186,48.573,1.0672
18171,Indiana,Warren County,8263,45419,401,48.5296,0.4841
29025,Missouri,Caldwell County,9108,37301,442,48.5288,0.3294
36071,New York,Orange County,381951,51848,18534,48.5245,1.1782
48145,Texas,Falls County,17335,34619,841,48.5146,0.8653
29001,Missouri,Adair County,25339,33578,1229,48.5023,0.1184
05049,Arkansas,Fulton County,12269,28994,595,48.4962,1.0596
13075,Georgia,Cook County,17162,32524,831,48.4209,1.1071
21039,Kentucky,Carlisle County,4771,43860,231,48.4175,0.2096
39165,Ohio,Warren County,232173,59799,11240,48.4122,0.3833
13055,Georgia,Chattooga County,24790,30946,1200,48.4066,1.2908
18061,Indiana,Harrison County,40350,41862,1952,48.3767,0.7435
47161,Tennessee,Stewart County,13561,39853,656,48.374,1.3273
18139,Indiana,Rush County,16663,46945,806,48.3706,0.4801
26061,Michigan,Houghton County,36219,37674,1750,48.3172,0.4418
01111,Alabama,Randolph County,22725,32411,1098,48.3168,0.9681
51021,Virginia,Bland County,6293,37321,304,48.3076,0.7945
39069,Ohio,Henry County,27086,45884,1308,48.2906,1.0707
29113,Missouri,Lincoln County,57686,40788,2784,48.2613,0.2254
21201,Kentucky,Robertson County,2135,32815,103,48.2436,1.4052
08037,Colorado,Eagle County,54993,78152,2652,48.2243,0.2182
30043,Montana,Jefferson County,12097,47960,583,48.1938,0.0827
05117,Arkansas,Prairie County,8074,35935,389,48.1793,1.1147
13319,Georgia,Wilkinson County,9036,35204,435,48.1408,1.992
06003,California,Alpine County,1101,73307,53,48.1381,0.0
19121,Iowa,Madison County,16249,49505,782,48.126,0.3077
47163,Tennessee,Sullivan County,157668,42606,7587,48.1201,0.7928
26149,Michigan,St. Joseph County,61043,38866,2935,48.0809,0.6389
39061,Ohio,Hamilton County,816684,59561,39256,48.0676,0.4677
21089,Kentucky,Greenup County,35268,40933,1695,48.0606,0.482
48389,Texas,Reeves County,15695,39418,754,48.0408,1.0831
47093,Tennessee,Knox County,465289,49738,22352,48.039,0.3826
37001,North Carolina,Alamance County,166436,39342,7989,48.0004,0.6669
29111,Missouri,Lewis County,9855,35249,473,47.9959,0.2029
13291,Georgia,Union County,24001,36581,1151,47.9563,1.5416
31063,Nebraska,Frontier County,2608,44469,125,47.9294,0.3834
40063,Oklahoma,Hughes County,13335,31833,639,47.919,0.5999
08063,Colorado,Kit Carson County,7163,37274,343,47.885,1.1169
26103,Michigan,Marquette County,66516,40036,3185,47.8832,0.5713
27065,Minnesota,Kanabec County,16207,42509,776,47.8805,0.9872
28087,Mississippi,Lowndes County,58930,38498,2821,47.8704,1.1878
28131,Mississippi,Stone County,18717,31516,895,47.8175,0.8014
21153,Kentucky,Magoffin County,12362,30537,591,47.8078,0.0809
29045,Missouri,Clark County,6842,34516,327,47.793,0.5846
49003,Utah,Box Elder County,54950,37390,2626,47.7889,0.3276
45037,South Carolina,Edgefield County,27052,36436,1292,47.7599,0.9241
45051,South Carolina,Horry County,344147,37091,16427,47.7325,0.7758
28019,Mississippi,Choctaw County,8278,33646,395,47.7168,0.8456
40113,Oklahoma,Osage County,47014,34971,2243,47.7092,0.4041
18079,Indiana,Jennings County,27611,38959,1317,47.6984,0.7243
27039,Minnesota,Dodge County,20822,47984,993,47.6899,0.048
49023,Utah,Juab County,11555,36087,551,47.685,0.6923
08079,Colorado,Mineral County,776,71095,37,47.6804,0.0
45075,South Carolina,Orangeburg County,86934,33818,4145,47.6798,1.6219
13311,Georgia,White County,29970,34961,1428,47.6476,0.9343
45043,South Carolina,Georgetown County,62249,47071,2966,47.6474,1.0763
21149,Kentucky,McLean County,9252,41603,440,47.5573,1.9455
37111,North Carolina,McDowell County,45507,34077,2164,47.5531,0.7691
27055,Minnesota,Houston County,18578,52354,883,47.5293,0.2153
45047,South Carolina,Greenwood County,70741,37424,3362,47.5255,1.2016
39125,Ohio,Paulding County,18760,41032,891,47.4947,0.8529
13185,Georgia,Lowndes County,116321,37443,5524,47.4893,0.8253
22113,Louisiana,Vermilion Parish,59830,39042,2841,47.4845,1.3037
08005,Colorado,Arapahoe County,651215,60180,30912,47.4682,0.7048
40121,Oklahoma,Pittsburg County,43877,38551,2082,47.4508,0.5014
49041,Utah,Sevier County,21539,34117,1022,47.4488,0.1857
26121,Michigan,Muskegon County,173588,39072,8235,47.4399,1.1752
40091,Oklahoma,McIntosh County,19815,33267,940,47.4388,0.6561
22063,Louisiana,Livingston Parish,139567,40658,6618,47.4181,0.7165
48335,Texas,Mitchell County,8145,31913,386,47.391,0.8594
21213,Kentucky,Simpson County,18529,38189,878,47.3852,0.4857
13033,Georgia,Burke County,22423,35524,1062,47.3621,0.5798
48413,Texas,Schleicher County,2895,40136,137,47.323,1.7271
21233,Kentucky,Webster County,13111,39188,620,47.2885,0.5339
35061,New Mexico,Valencia County,76456,33424,3615,47.2821,0.4447
16079,Idaho,Shoshone County,12796,35537,605,47.2804,1.7974
29015,Missouri,Benton County,19278,35973,911,47.2559,0.5706
05113,Arkansas,Polk County,20049,30751,947,47.2343,0.8978
05119,Arkansas,Pulaski County,392680,51185,18542,47.2191,0.7691
17155,Illinois,Putnam County,5740,58869,271,47.2125,0.0
04012,Arizona,La Paz County,21098,30948,996,47.2083,0.9954
20007,Kansas,Barber County,4472,42497,211,47.1825,0.4472
12099,Florida,Palm Beach County,1485941,79760,70050,47.1418,1.1703
47121,Tennessee,Meigs County,12306,33526,580,47.1315,1.0564
39173,Ohio,Wood County,130696,47694,6154,47.0864,0.8876
29510,Missouri,St. Louis,302838,47643,14255,47.0714,0.8685
48195,Texas,Hansford County,5463,62998,257,47.0437,1.6474
37109,North Carolina,Lincoln County,83770,45791,3939,47.0216,0.2387
09001,Connecticut,Fairfield County,943823,120630,44376,47.0173,1.6603
40149,Oklahoma,Washita County,11127,36490,523,47.0028,0.1797
40135,Oklahoma,Sequoyah County,41179,33420,1934,46.9657,0.34
13309,Georgia,Wheeler County,7879,19631,370,46.9603,2.2846
48167,Texas,Galveston County,337890,51785,15857,46.9295,0.5594
08095,Colorado,Phillips County,4286,44399,201,46.8969,0.7
45067,South Carolina,Marion County,31039,31492,1455,46.8765,1.5142
48205,Texas,Hartley County,5619,62463,263,46.8055,0.0
02188,Alaska,Northwest Arctic,7671,47854,359,46.7996,0.0
26057,Michigan,Gratiot County,40599,37834,1899,46.7746,1.0345
37197,North Carolina,Yadkin County,37543,37027,1756,46.773,0.4795
02170,Alaska,Matanuska-Susitna,107610,45897,5031,46.7522,0.0743
31083,Nebraska,Harlan County,3401,48143,159,46.751,0.0
18133,Indiana,Putnam County,37779,37479,1766,46.7455,0.8735
32017,Nevada,Lincoln County,5201,36604,243,46.7218,0.1923
05125,Arkansas,Saline County,121421,41397,5673,46.7217,0.56
21019,Kentucky,Boyd County,47240,39746,2207,46.7189,0.5715
16057,Idaho,Latah County,40134,41341,1875,46.7185,0.0747
48463,Texas,Uvalde County,26846,39458,1253,46.6736,1.6017
17135,Illinois,Montgomery County,28601,37717,1334,46.6417,0.5944
36103,New York,Suffolk County,1481093,68617,69024,46.6034,1.4104
28049,Mississippi,Hinds County,237085,39311,11046,46.5909,0.8858
47001,Tennessee,Anderson County,76482,41853,3560,46.5469,0.4576
37153,North Carolina,Richmond County,44887,35148,2089,46.5391,0.8911
20123,Kansas,Mitchell County,6150,54694,286,46.5041,0.0
13155,Georgia,Irwin County,9398,32824,437,46.4993,1.2769
42021,Pennsylvania,Cambria County,131730,43420,6125,46.4966,0.8275
21217,Kentucky,Taylor County,25549,35020,1187,46.4597,0.3914
13037,Georgia,Calhoun County,6352,24638,295,46.4421,1.7317
31163,Nebraska,Sherman County,3038,44953,141,46.4121,1.3167
45049,South Carolina,Hampton County,19351,32473,898,46.4059,1.7053
18055,Indiana,Greene County,32006,39840,1484,46.3663,1.7809
31133,Nebraska,Pawnee County,2632,48851,122,46.3526,0.0
39079,Ohio,Jackson County,32384,35783,1501,46.35,0.4014
21053,Kentucky,Clinton County,10206,31308,473,46.3453,0.3919
39175,Ohio,Wyandot County,21935,45588,1016,46.3187,1.0941
39099,Ohio,Mahoning County,229642,43097,10636,46.3156,1.3369
18119,Indiana,Owen County,20845,40081,965,46.2941,0.6716
21107,Kentucky,Hopkins County,45068,39236,2086,46.2856,1.3313
35023,New Mexico,Hidalgo County,4240,41555,196,46.2264,0.9434
12113,Florida,Santa Rosa County,179349,44527,8290,46.2227,0.5855
17003,Illinois,Alexander County,6060,34713,280,46.2046,0.6601
05087,Arkansas,Madison County,16481,35496,761,46.1744,0.5461
06037,California,Los Angeles County,10105518,62224,466327,46.1458,0.7916
51047,Virginia,Culpeper County,51859,46510,2392,46.1251,0.3664
48151,Texas,Fisher County,3839,46444,177,46.1058,1.3024
40105,Oklahoma,Nowata County,10218,36165,471,46.0951,0.5872
13015,Georgia,Bartow County,106408,38298,4904,46.0868,0.9586
05135,Arkansas,Sharp County,17366,32012,800,46.067,1.2668
21047,Kentucky,Christian County,71671,37742,3301,46.0577,0.6418
45083,South Carolina,Spartanburg County,313888,43148,14456,46.0546,0.9366
21125,Kentucky,Laurel County,60669,33921,2794,46.0532,0.1978
01003,Alabama,Baldwin County,218022,45596,10037,46.0366,0.6467
42101,Pennsylvania,Philadelphia County,1584138,55747,72875,46.0029,1.3427
05129,Arkansas,Searcy County,7958,28511,366,45.9915,0.1257
21193,Kentucky,Perry County,26092,38523,1200,45.9911,0.4216
21169,Kentucky,Metcalfe County,10030,31512,461,45.9621,0.5982
18025,Indiana,Crawford County,10558,33483,485,45.9367,0.4736
21123,Kentucky,Larue County,14307,36525,657,45.9216,0.0699
36005,New York,Bronx County,1432132,37376,65764,45.9203,2.8545
48191,Texas,Hall County,3028,30180,139,45.9049,0.9908
29229,Missouri,Wright County,18378,32178,843,45.8701,0.8162
06101,California,Sutter County,96807,44535,4435,45.8128,0.2686
20183,Kansas,Smith County,3603,45484,165,45.7952,0.2775
20089,Kansas,Jewell County,2841,48428,130,45.7585,0.352
37159,North Carolina,Rowan County,141262,38089,6458,45.7165,1.0052
48317,Texas,Martin County,5753,56021,263,45.7153,1.5644
29061,Missouri,Daviess County,8313,34491,380,45.7115,0.9623
48257,Texas,Kaufman County,128622,42837,5876,45.6843,0.6764
37077,North Carolina,Granville County,60115,38652,2746,45.6791,0.9815
39045,Ohio,Fairfield County,155782,46113,7114,45.6664,0.4429
22023,Louisiana,Cameron Parish,6968,50280,318,45.6372,0.4305
35001,New Mexico,Bernalillo County,678701,44057,30968,45.6283,0.5673
29125,Missouri,Maries County,8769,33348,400,45.6152,0.4562
20205,Kansas,Wilson County,8665,43433,395,45.5857,0.4616
40137,Oklahoma,Stephens County,43265,41413,1972,45.5796,0.4392
47021,Tennessee,Cheatham County,40439,43932,1842,45.5501,0.4451
13273,Georgia,Terrell County,8611,40325,392,45.5232,3.8323
56019,Wyoming,Johnson County,8460,51314,385,45.5083,0.591
19053,Iowa,Decatur County,7890,35908,359,45.5006,0.0
17129,Illinois,Menard County,12288,47233,559,45.4915,0.1628
18087,Indiana,LaGrange County,39330,42146,1789,45.4869,0.9408
21135,Kentucky,Lewis County,13257,31156,603,45.4854,1.6595
08041,Colorado,El Paso County,713856,48467,32431,45.4307,0.5127
08077,Colorado,Mesa County,153207,44935,6959,45.4222,0.4765
47139,Tennessee,Polk County,16898,33772,767,45.39,0.8877
02240,Alaska,Southeast Fairbanks,6918,49398,314,45.3888,0.2891
48247,Texas,Jim Hogg County,5248,30696,238,45.3506,1.5244
12081,Florida,Manatee County,394855,47378,17906,45.3483,0.9928
45007,South Carolina,Anderson County,200482,39710,9086,45.3208,1.1871
20097,Kansas,Kiowa County,2516,44262,114,45.31,0.0
39029,Ohio,Columbiana County,102665,38013,4650,45.2929,1.0422
31087,Nebraska,Hitchcock County,2806,37990,127,45.2602,0.3564
29005,Missouri,Atchison County,5171,42633,234,45.2524,0.7735
20011,Kansas,Bourbon County,14653,42697,663,45.2467,0.2047
47013,Tennessee,Campbell County,39583,33967,1790,45.2214,0.6568
06099,California,Stanislaus County,549815,44120,24861,45.217,0.8185
29161,Missouri,Phelps County,44732,39132,2022,45.2025,1.2072
31057,Nebraska,Dundy County,1770,53144,80,45.1977,2.2599
39161,Ohio,Van Wert County,28281,42638,1277,45.154,0.6365
47115,Tennessee,Marion County,28575,38450,1290,45.1444,0.7349
13011,Georgia,Banks County,18988,36276,857,45.1338,0.632
06039,California,Madera County,157672,39897,7115,45.1253,0.6786
40007,Oklahoma,Beaver County,5319,49106,240,45.1213,0.376
28003,Mississippi,Alcorn County,36925,36003,1666,45.1185,0.8395
47085,Tennessee,Humphreys County,18486,38665,834,45.1152,0.4869
18105,Indiana,Monroe County,146917,42212,6628,45.1139,0.4356
37091,North Carolina,Hertford County,23659,32702,1067,45.0991,1.7752
04019,Arizona,Pima County,1039073,44028,46849,45.0873,0.7025
40067,Oklahoma,Jefferson County,6123,32083,276,45.0759,0.3266
30063,Montana,Missoula County,118791,49492,5354,45.0708,0.3788
48029,Texas,Bexar County,1986049,46058,89490,45.0593,0.7774
35027,New Mexico,Lincoln County,19556,41793,881,45.0501,0.4091
48055,Texas,Caldwell County,43247,33668,1947,45.0205,0.9018
48093,Texas,Comanche County,13534,42465,609,44.9978,0.665
37131,North Carolina,Northampton County,19676,34185,885,44.9787,1.2706
37181,North Carolina,Vance County,44582,35105,2005,44.9733,1.3458
39159,Ohio,Union County,57835,55470,2599,44.9382,0.2421
53005,Washington,Benton County,201877,47465,9068,44.9184,0.7331
40031,Oklahoma,Comanche County,120422,41497,5408,44.9087,0.3239
40081,Oklahoma,Lincoln County,34920,35653,1567,44.874,0.8018
56011,Wyoming,Crook County,7450,46081,334,44.8322,0.8054
31069,Nebraska,Garden County,1897,40892,85,44.8076,0.0
20041,Kansas,Dickinson County,18717,40582,838,44.7721,0.5877
17039,Illinois,De Witt County,15769,47205,706,44.7714,1.0146
27075,Minnesota,Lake County,10658,48132,477,44.7551,0.7506
45087,South Carolina,Union County,27410,32745,1226,44.7282,1.2404
21197,Kentucky,Powell County,12442,31498,556,44.6873,0.0
17059,Illinois,Gallatin County,5058,44602,226,44.6817,0.3954
54059,West Virginia,Mingo County,23785,32051,1062,44.65,0.7147
51105,Virginia,Lee County,23541,30303,1051,44.6455,0.6372
05137,Arkansas,Stone County,12457,31086,556,44.6335,2.0069
38007,North Dakota,Billings County,919,74682,41,44.6137,0.0
49007,Utah,Carbon County,20269,38499,904,44.6001,0.1973
22103,Louisiana,St. Tammany Parish,258111,62366,11502,44.5622,1.1662
39147,Ohio,Seneca County,55207,39681,2460,44.5596,0.3985
40147,Oklahoma,Washington County,51843,64481,2310,44.5576,0.9645
13023,Georgia,Bleckley County,12838,33672,572,44.5552,2.3368
26159,Michigan,Van Buren County,75448,41123,3360,44.534,0.729
21159,Kentucky,Martin County,11323,29840,504,44.5112,0.7948
42075,Pennsylvania,Lebanon County,141314,48352,6290,44.5108,0.8704
48041,Texas,Brazos County,226758,39216,10093,44.51,0.5248
40097,Oklahoma,Mayes County,41107,35197,1828,44.4693,0.5109
21001,Kentucky,Adair County,19215,31288,853,44.3924,1.3011
39095,Ohio,Lucas County,429899,46290,19084,44.3918,1.0654
22043,Louisiana,Grant Parish,22482,31828,998,44.3911,1.4234
42061,Pennsylvania,Huntingdon County,45168,38558,2004,44.3677,1.3727
20087,Kansas,Jefferson County,18975,44480,841,44.3215,0.4743
54069,West Virginia,Ohio County,41755,65100,1850,44.3061,0.5029
28113,Mississippi,Pike County,39563,31048,1752,44.2838,1.5418
22109,Louisiana,Terrebonne Parish,111021,41504,4906,44.1898,1.261
26067,Michigan,Ionia County,64210,35273,2837,44.1831,0.4672
05057,Arkansas,Hempstead County,21741,32515,960,44.1562,0.368
06051,California,Mono County,14250,51325,629,44.1404,0.2105
24510,Maryland,Baltimore,602495,51357,26592,44.1365,0.9859
29203,Missouri,Shannon County,8189,30503,361,44.0835,1.2212
05045,Arkansas,Faulkner County,124806,37598,5494,44.0203,0.5048
08045,Colorado,Garfield County,59770,59653,2630,44.002,0.1673
13061,Georgia,Clay County,2887,31520,127,43.9903,1.0391
21185,Kentucky,Oldham County,66470,63039,2924,43.9898,0.5416
22071,Louisiana,Orleans Parish,391006,52004,17194,43.9737,1.6649
37105,North Carolina,Lee County,61452,40098,2701,43.953,0.5533
13209,Georgia,Montgomery County,9193,29408,404,43.9465,0.979
05139,Arkansas,Union County,39126,46474,1719,43.935,1.5079
37185,North Carolina,Warren County,19807,30397,870,43.9239,0.4039
30067,Montana,Park County,16736,48114,735,43.9173,0.1793
37119,North Carolina,Mecklenburg County,1093901,61137,48033,43.9098,0.4324
39043,Ohio,Erie County,74615,62591,3273,43.8652,0.9516
20045,Kansas,Douglas County,121436,43642,5326,43.8585,0.2388
13031,Georgia,Bulloch County,77296,32382,3388,43.8315,0.4528
45027,South Carolina,Clarendon County,33700,33197,1477,43.8279,2.0772
51770,Virginia,Roanoke,99920,43451,4379,43.8251,0.7806
48221,Texas,Hood County,60537,50741,2653,43.8244,0.9085
48245,Texas,Jefferson County,255001,44065,11171,43.8077,0.7373
18047,Indiana,Franklin County,22736,46629,996,43.8072,1.2755
37107,North Carolina,Lenoir County,55976,40922,2452,43.8045,0.9826
04021,Arizona,Pinal County,447138,30644,19579,43.7874,0.6173
34007,New Jersey,Camden County,507078,54103,22191,43.7625,1.3883
49021,Utah,Iron County,52775,32197,2308,43.7328,0.1137
31167,Nebraska,Stanton County,5970,48167,261,43.7186,0.0
37017,North Carolina,Bladen County,33190,34306,1450,43.6879,0.6026
51001,Virginia,Accomack County,32412,42764,1416,43.6875,0.6479
19101,Iowa,Jefferson County,18381,42320,803,43.6864,0.3264
13013,Georgia,Barrow County,80809,36898,3530,43.6833,0.7301
16071,Idaho,Oneida County,4488,35234,196,43.672,0.2228
01089,Alabama,Madison County,366519,51445,15995,43.6403,0.4393
42119,Pennsylvania,Union County,44785,41246,1954,43.6307,0.4242
29227,Missouri,Worth County,2040,35573,89,43.6275,0.0
54023,West Virginia,Grant County,11626,36691,507,43.6092,0.8601
18109,Indiana,Morgan County,70116,44183,3056,43.5849,0.7416
39063,Ohio,Hancock County,75930,51623,3309,43.5796,0.7639
21121,Kentucky,Knox County,31304,29431,1364,43.5727,0.3194
13237,Georgia,Putnam County,21809,41839,950,43.56,1.3756
37193,North Carolina,Wilkes County,68557,36576,2986,43.555,0.8168
48199,Texas,Hardin County,57207,45982,2491,43.5436,0.7517
48143,Texas,Erath County,42446,39572,1848,43.5377,0.5183
37101,North Carolina,Johnston County,202675,39922,8823,43.5327,0.3898
48337,Texas,Montague County,19596,42074,853,43.5293,1.3268
48495,Texas,Winkler County,7720,57584,336,43.5233,0.7772
26059,Michigan,Hillsdale County,45749,36598,1989,43.4764,1.0273
29009,Missouri,Barry County,35886,34540,1560,43.471,0.8638
12071,Florida,Lee County,754610,51266,32779,43.4383,0.8044
21105,Kentucky,Hickman County,4421,44912,192,43.4291,0.6786
39089,Ohio,Licking County,175769,46059,7632,43.4206,0.5063
01019,Alabama,Cherokee County,26032,35505,1130,43.4081,0.9219
37171,North Carolina,Surry County,71948,38522,3123,43.4063,0.681
01087,Alabama,Macon County,18439,32919,800,43.3863,1.1931
05051,Arkansas,Garland County,99154,40004,4300,43.3669,1.2102
21093,Kentucky,Hardin County,110356,43424,4784,43.3506,0.3081
39051,Ohio,Fulton County,42276,45594,1832,43.3343,0.7333
01079,Alabama,Lawrence County,32957,34125,1427,43.2988,1.0923
12095,Florida,Orange County,1380645,44647,59777,43.2964,0.465
08003,Colorado,Alamosa County,16683,37351,722,43.2776,0.8991
13135,Georgia,Gwinnett County,927781,41458,40096,43.2171,0.5529
49027,Utah,Millard County,13006,35196,562,43.2108,0.0769
05019,Arkansas,Clark County,22061,36314,953,43.1984,0.5893
17047,Illinois,Edwards County,6392,40331,276,43.179,0.6258
28121,Mississippi,Rankin County,153902,44661,6645,43.1768,0.7602
42013,Pennsylvania,Blair County,122492,46743,5287,43.162,0.7511
56031,Wyoming,Platte County,8566,48442,369,43.0773,0.9339
13027,Georgia,Brooks County,15513,34944,668,43.0607,1.676
29181,Missouri,Ripley County,13401,30437,577,43.0565,0.597
39033,Ohio,Crawford County,41550,38704,1788,43.0325,0.5776
19117,Iowa,Lucas County,8645,42126,372,43.0307,0.694
45063,South Carolina,Lexington County,295032,46513,12683,42.9886,0.8033
17069,Illinois,Hardin County,3910,37155,168,42.9668,0.7673
12057,Florida,Hillsborough County,1436888,47000,61715,42.9505,0.6744
08065,Colorado,Lake County,7824,37106,336,42.9448,0.0
45085,South Carolina,Sumter County,106512,38603,4572,42.9247,0.9389
48481,Texas,Wharton County,41619,41473,1785,42.8891,1.706
37161,North Carolina,Rutherford County,66826,32764,2866,42.8875,1.1971
48363,Texas,Palo Pinto County,28875,39125,1238,42.8745,1.316
42027,Pennsylvania,Centre County,162805,46193,6976,42.8488,0.4975
47153,Tennessee,Sequatchie County,14876,38003,637,42.8207,0.3361
26049,Michigan,Genesee County,406892,41068,17420,42.8123,1.1674
28149,Mississippi,Warren County,46176,39580,1975,42.7711,1.2994
30053,Montana,Lincoln County,19794,35432,846,42.7402,0.4547
39047,Ohio,Fayette County,28666,38449,1224,42.6987,0.7675
37083,North Carolina,Halifax County,50574,36013,2159,42.6899,0.7514
48201,Texas,Harris County,4698619,56474,200397,42.6502,0.6568
39065,Ohio,Hardin County,31480,33482,1341,42.5985,0.8259
45003,South Carolina,Aiken County,169401,42511,7202,42.5145,0.6316
21015,Kentucky,Boone County,131533,48004,5592,42.514,0.2509
20031,Kansas,Coffey County,8233,54074,350,42.5118,1.2146
05145,Arkansas,White County,78727,35445,3343,42.4632,0.7621
51169,Virginia,Scott County,21534,33769,914,42.4445,0.8823
21021,Kentucky,Boyle County,30100,37780,1277,42.4252,0.0
40117,Oklahoma,Pawnee County,16390,35836,695,42.4039,0.5491
25005,Massachusetts,Bristol County,564022,54089,23913,42.3973,1.6063
29223,Missouri,Wayne County,13122,29581,556,42.3716,0.2286
05127,Arkansas,Scott County,10319,31401,437,42.3491,0.2907
45091,South Carolina,York County,274118,46667,11604,42.3321,0.518
20191,Kansas,Sumner County,22996,40027,973,42.3117,0.2609
22087,Louisiana,St. Bernard Parish,46721,32130,1976,42.2936,0.7277
29057,Missouri,Dade County,7569,34181,320,42.2777,1.3212
13267,Georgia,Tattnall County,25391,28406,1073,42.2591,0.8664
46091,South Dakota,Marshall County,5112,48721,216,42.2535,0.5869
13123,Georgia,Gilmer County,30816,35419,1302,42.2508,0.9411
45029,South Carolina,Colleton County,37660,35697,1590,42.2199,1.3277
39087,Ohio,Lawrence County,59866,38673,2526,42.1942,0.6849
45021,South Carolina,Cherokee County,57078,33197,2408,42.1879,1.1388
10003,Delaware,New Castle County,559335,56745,23576,42.1501,0.7062
54109,West Virginia,Wyoming County,20786,30510,876,42.1438,0.5292
39139,Ohio,Richland County,121099,39234,5102,42.1308,0.3799
12105,Florida,Polk County,708009,35463,29826,42.1266,0.9986
06065,California,Riverside County,2450758,40637,103221,42.118,0.6174
55123,Wisconsin,Vernon County,30785,40356,1295,42.0659,0.4873
45001,South Carolina,Abbeville County,24541,34108,1032,42.0521,0.978
13205,Georgia,Mitchell County,22192,35069,933,42.0422,2.208
21059,Kentucky,Daviess County,101104,41754,4249,42.026,0.6132
40037,Oklahoma,Creek County,71604,40791,3006,41.9809,0.7262
39171,Ohio,Williams County,36804,41712,1545,41.9791,0.3261
37151,North Carolina,Randolph County,143351,37017,6014,41.953,0.6767
35053,New Mexico,Socorro County,16735,34699,702,41.948,1.7329
29091,Missouri,Howell County,40076,34055,1681,41.9453,0.7985
39119,Ohio,Muskingum County,86183,40614,3613,41.9224,0.2089
48399,Texas,Runnels County,10234,39816,429,41.9191,1.0748
41031,Oregon,Jefferson County,24192,32962,1014,41.9147,0.4547
48039,Texas,Brazoria County,370200,47239,15513,41.9044,0.5619
26115,Michigan,Monroe County,150439,47496,6301,41.8841,0.6913
32001,Nevada,Churchill County,24440,43661,1023,41.8576,0.9411
45025,South Carolina,Chesterfield County,45754,31012,1915,41.8543,1.2239
39057,Ohio,Greene County,167995,50291,7024,41.8108,0.5
05109,Arkansas,Pike County,10673,33113,446,41.7877,0.3748
29209,Missouri,Stone County,31749,38900,1326,41.7651,0.5984
08059,Colorado,Jefferson County,580233,63536,24203,41.7126,0.8514
13275,Georgia,Thomas County,44448,44355,1854,41.7117,1.7549
06019,California,Fresno County,994400,43084,41460,41.6935,0.5169
21079,Kentucky,Garrard County,17560,34363,732,41.6856,0.2278
01099,Alabama,Monroe County,21067,33456,878,41.6766,0.5221
47173,Tennessee,Union County,19688,31693,820,41.6497,0.254
48505,Texas,Zapata County,14190,28294,591,41.649,0.6342
05073,Arkansas,Lafayette County,6682,36292,278,41.6043,0.449
08017,Colorado,Cheyenne County,1876,56699,78,41.5778,1.0661
26125,Michigan,Oakland County,1259201,72741,52330,41.5581,1.1412
48437,Texas,Swisher County,7462,41977,310,41.5438,1.3401
30081,Montana,Ravalli County,43172,44602,1793,41.5315,0.3474
